source_path,class_label,split,target_path
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2618200_1263350.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2618200_1263350.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2608875_1266550.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2608875_1266550.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2499025_1118475.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2499025_1118475.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2577575_1183875.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2577575_1183875.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2681275_1247525.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2681275_1247525.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2600600_1199025.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2600600_1199025.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2603075_1199800.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2603075_1199800.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2680400_1248100.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2680400_1248100.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2611700_1266675.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2611700_1266675.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2577700_1184500.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2577700_1184500.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2758600_1191375.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2758600_1191375.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2499000_1116600.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2499000_1116600.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2608625_1266150.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2608625_1266150.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2610875_1266875.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2610875_1266875.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2599750_1198750.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2599750_1198750.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2577475_1184150.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2577475_1184150.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2499050_1116350.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2499050_1116350.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2681300_1249850.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2681300_1249850.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2600225_1198075.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2600225_1198075.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2704175_1113325.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2704175_1113325.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2702975_1112925.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2702975_1112925.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2608775_1266600.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2608775_1266600.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2610100_1266000.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2610100_1266000.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2578025_1183025.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2578025_1183025.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2499225_1115525.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2499225_1115525.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2759775_1191225.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2759775_1191225.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2682150_1247875.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2682150_1247875.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2577675_1184775.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2577675_1184775.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2603200_1200950.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2603200_1200950.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2681125_1249825.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2681125_1249825.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2601150_1198600.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2601150_1198600.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2610075_1267175.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2610075_1267175.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2579475_1183625.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2579475_1183625.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2682200_1248550.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2682200_1248550.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2617250_1264000.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2617250_1264000.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2538900_1182625.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2538900_1182625.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2705525_1114225.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2705525_1114225.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2539950_1181875.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2539950_1181875.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2599700_1199125.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2599700_1199125.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2500600_1118600.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2500600_1118600.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2612575_1266850.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2612575_1266850.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2612725_1266000.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2612725_1266000.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2682725_1247450.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2682725_1247450.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2682900_1247125.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2682900_1247125.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2616225_1264800.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2616225_1264800.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2680425_1249125.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2680425_1249125.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2618600_1264400.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2618600_1264400.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2608675_1266325.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2608675_1266325.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2616925_1264500.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2616925_1264500.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2609725_1266475.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2609725_1266475.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2704050_1113275.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2704050_1113275.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2578325_1183225.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2578325_1183225.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2704325_1113450.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2704325_1113450.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2598700_1199625.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2598700_1199625.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2704175_1113300.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2704175_1113300.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2601200_1198075.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2601200_1198075.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2681275_1247150.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2681275_1247150.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2703025_1112450.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2703025_1112450.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2682250_1248575.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2682250_1248575.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2618500_1264950.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2618500_1264950.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2683875_1248275.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2683875_1248275.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2500850_1117300.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2500850_1117300.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2611150_1266050.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2611150_1266050.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2599375_1198200.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2599375_1198200.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2703425_1113025.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2703425_1113025.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2611400_1267875.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2611400_1267875.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2680400_1248575.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2680400_1248575.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2617450_1264125.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2617450_1264125.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2608625_1266100.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2608625_1266100.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2705850_1114200.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2705850_1114200.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2702025_1113050.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2702025_1113050.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2681500_1249800.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2681500_1249800.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2577500_1183900.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2577500_1183900.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2600375_1200650.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2600375_1200650.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2577550_1183150.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2577550_1183150.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2682775_1248400.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2682775_1248400.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2681625_1248525.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2681625_1248525.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2682550_1247300.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2682550_1247300.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2610975_1266800.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2610975_1266800.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2610225_1267175.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2610225_1267175.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2680225_1249375.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2680225_1249375.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2703050_1112400.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2703050_1112400.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2598400_1200875.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2598400_1200875.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2578875_1184100.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2578875_1184100.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2499250_1116625.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2499250_1116625.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2705500_1114225.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2705500_1114225.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2576975_1183300.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2576975_1183300.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2500500_1117675.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2500500_1117675.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2705525_1114675.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2705525_1114675.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2704625_1113800.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2704625_1113800.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2681900_1247925.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2681900_1247925.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2579675_1183800.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2579675_1183800.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2578250_1183425.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2578250_1183425.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2500450_1118050.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2500450_1118050.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2499375_1115350.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2499375_1115350.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2604600_1200100.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2604600_1200100.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2618150_1263850.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2618150_1263850.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2682750_1248225.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2682750_1248225.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2500650_1117775.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2500650_1117775.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2612400_1267500.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2612400_1267500.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2706300_1114525.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2706300_1114525.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2680225_1249775.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2680225_1249775.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2703025_1112225.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2703025_1112225.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2498100_1115775.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2498100_1115775.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2703950_1114450.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2703950_1114450.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2500500_1117000.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2500500_1117000.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2611250_1266075.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2611250_1266075.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2611200_1266775.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2611200_1266775.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2682350_1249600.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2682350_1249600.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2500175_1118450.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2500175_1118450.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2608925_1267975.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2608925_1267975.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2704150_1113325.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2704150_1113325.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2499050_1117825.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2499050_1117825.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2539925_1181200.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2539925_1181200.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2612125_1266225.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2612125_1266225.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2601100_1198850.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2601100_1198850.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2598500_1199625.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2598500_1199625.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2610925_1267525.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2610925_1267525.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2500925_1118100.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2500925_1118100.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2601175_1198450.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2601175_1198450.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2704050_1113900.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2704050_1113900.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2576850_1183675.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2576850_1183675.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2610250_1266225.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2610250_1266225.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2601500_1199975.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2601500_1199975.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2538150_1181825.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2538150_1181825.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2681675_1249075.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2681675_1249075.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2683825_1248075.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2683825_1248075.png
/Users/frederickurbel/4_Sem/DeepL/Projekt/DeepL_Datenset/yes/2610375_1266850.png,positive,train,/Users/frederickurbel/4_Sem/DeepL/Projekt/dataset/train/positive/2610375_1266850.png
